book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,book_idx
5962,3359940,3359940,3399145,34,316113670,9780316113670.0,"Pseudonymous Bosch, Gilbert Ford",2008.0,"If You're Reading This, It's Too Late","If You're Reading This, It's Too Late (Secret, #2)",en-US,4.23,18310,19942,878,229,611,3093,6480,9529,https://images.gr-assets.com/books/1344268358m/3359940.jpg,https://images.gr-assets.com/books/1344268358s/3359940.jpg,-0.36290947,0.2870788,-0.3778198,0.3655705,0.37732497,0.36873597,0.37849703,0.37282875,0.36595744,-0.39495203,0.37592682,-0.3718355,0.37403777,-0.34652704,0.38416964,-0.38419443,-0.38686332,0.38061416,0.37045312,-0.3774972,-0.37544492,-0.3476836,0.3413445,-0.3537478,0.37935758,-0.39732677,0.33843324,0.38137695,0.35207137,-0.33578688,0.37612507,-0.23652612,5961
5963,296942,296942,1462397,35,60744545,9780060744540.0,Erin Hunter,2005.0,Moonrise,"Moonrise (Warriors: The New Prophecy, #2)",en-US,4.31,21311,22182,532,208,679,3325,5813,12157,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,-0.36296827,0.24335536,-0.3810836,0.37057552,0.3808114,0.3756997,0.39886078,0.3776668,0.3832486,-0.38272664,0.38582695,-0.37120596,0.37411058,-0.36686385,0.3847825,-0.38583723,-0.37811956,0.37290546,0.3694926,-0.376827,-0.3752388,-0.33636165,0.34430674,-0.36025086,0.38003838,-0.3881705,0.34839696,0.3729657,0.3507549,-0.32645524,0.38495988,-0.2354937,5962
5964,1316382,1316382,2054515,17,1590388127,9781590388130.0,Jason F. Wright,2007.0,The Wednesday Letters,The Wednesday Letters,en-US,3.61,16776,17972,3640,584,1912,5540,5913,4023,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,-0.2851078,0.30117708,-0.31910595,0.32236558,0.3184541,0.30035067,0.27531242,0.3360769,0.26082912,-0.34432772,0.3074433,-0.31722063,0.32520103,-0.28525007,0.3345486,-0.32244548,-0.3461652,0.33228981,0.32428595,-0.3221482,-0.30948362,-0.30795446,0.3115478,-0.30678684,0.32707885,-0.3403911,0.28761238,0.32593998,0.3066531,-0.2854119,0.32778922,-0.26201332,5963
5965,6371117,6371117,6558709,28,1595142525,9781595142530.0,"Lili St. Crow, Lilith Saintcrow",2009.0,Betrayals,"Betrayals (Strange Angels, #2)",en-US,4.08,24309,24859,805,443,1217,4834,7822,10543,https://images.gr-assets.com/books/1331244872m/6371117.jpg,https://images.gr-assets.com/books/1331244872s/6371117.jpg,-0.36339614,0.32703653,-0.35622513,0.35527977,0.36075953,0.3753082,0.3814147,0.35476518,0.38399464,-0.38259315,0.37156186,-0.35585216,0.36894038,-0.31838074,0.3653943,-0.3729604,-0.37335637,0.36800867,0.36197442,-0.36397365,-0.37473798,-0.33560708,0.3043997,-0.35161573,0.365939,-0.37827668,0.31643334,0.36289737,0.3727262,-0.3064447,0.36225715,-0.25734195,5964
5966,13134,13134,1814838,1,316014508,9780316014500.0,"James Patterson, Howard Roughan",2007.0,You've Been Warned,You've Been Warned,eng,3.52,16311,17796,1583,1059,2148,5127,5336,4126,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,-0.28803727,0.33213788,-0.34974042,0.36543158,0.3470064,0.35608405,0.31811166,0.38550764,0.36443636,-0.3724796,0.3585092,-0.36601183,0.3709624,-0.35037112,0.3585857,-0.3734666,-0.37942228,0.36801305,0.36397788,-0.3426553,-0.35968292,-0.34729174,0.35899955,-0.35038558,0.3615149,-0.3681695,0.35654497,0.37090668,0.3783424,-0.3233557,0.3552459,-0.33810306,5965
5967,444347,444347,3280795,49,439372941,9780439372950.0,"Blue Balliett, Brett Helquist",2004.0,Chasing Vermeer,"Chasing Vermeer (Chasing Vermeer, #1)",en-US,3.71,22167,23528,2032,772,2147,6419,7958,6232,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,-0.3364006,0.23251827,-0.36970082,0.35816374,0.37134597,0.346168,0.33681068,0.3677724,0.3287352,-0.37852255,0.3591282,-0.36440068,0.36732244,-0.3435138,0.3778921,-0.37014866,-0.38569388,0.36699402,0.35840604,-0.36847702,-0.35087574,-0.34142432,0.34333098,-0.33935568,0.37227634,-0.39194775,0.3339434,0.3721283,0.2494594,-0.34347722,0.37163255,-0.25622177,5966
5968,53834,53834,1370865,39,031021923X,9780310219230.0,Philip Yancey,1995.0,The Jesus I Never Knew,The Jesus I Never Knew,en-US,4.18,14955,15917,488,196,514,2531,5597,7079,https://images.gr-assets.com/books/1328995519m/53834.jpg,https://images.gr-assets.com/books/1328995519s/53834.jpg,-0.34140712,0.19362506,-0.39315733,0.39892057,0.39467704,0.36754048,0.3144309,0.40819106,0.32049918,-0.41882724,0.36944464,-0.39643726,0.39400083,-0.38318187,0.40078735,-0.39659196,-0.42061228,0.39906135,0.39064112,-0.39315972,-0.3601175,-0.3908791,0.39629036,-0.3786095,0.40119088,-0.418153,0.3771619,0.40296668,0.16000131,-0.37537405,0.40296987,-0.33140096,5967
5969,80630,80630,1383713,56,743454162,9780743454160.0,Greg Iles,2005.0,Turning Angel,Turning Angel,eng,4.11,15669,17992,1076,169,538,3024,7618,6643,https://images.gr-assets.com/books/1327877096m/80630.jpg,https://images.gr-assets.com/books/1327877096s/80630.jpg,-0.32433,0.29353052,-0.3854607,0.3863733,0.36903247,0.36046258,0.32169077,0.40550584,0.3316387,-0.4061733,0.37880158,-0.38806626,0.39265022,-0.35389912,0.38910782,-0.38389453,-0.4181982,0.3993156,0.39413035,-0.37923744,-0.37255448,-0.37415192,0.3864688,-0.3815211,0.3962793,-0.39766684,0.36050254,0.39203367,0.38391337,-0.3550317,0.3925559,-0.33643034,5968
5970,7743783,7743783,10561678,19,,,Alice Clayton,2010.0,The Unidentified Redhead,"The Unidentified Redhead (Redhead, #1)",eng,4.04,24859,26971,2194,644,1448,4685,9582,10612,https://images.gr-assets.com/books/1355688970m/7743783.jpg,https://images.gr-assets.com/books/1355688970s/7743783.jpg,-0.40404773,0.40459624,-0.38145015,0.39622918,0.38126442,0.3915495,0.38568783,0.39919597,0.39811757,-0.42316246,0.37171936,-0.3758487,0.3932074,-0.21609418,0.37531853,-0.3854658,-0.41525522,0.39725113,0.39987355,-0.38719442,-0.37731278,-0.36701334,0.34155485,-0.37452036,0.39080843,-0.40942612,0.34053546,0.37569812,0.34021777,-0.20051336,0.34700176,-0.35978773,5969
5971,7905977,7905977,11169086,15,545175305,9780545175300.0,"Dav Pilkey, George Beard, Harold Hutchins",2010.0,,"The Adventures of Ook and Gluk, Kung-Fu Cavemen from the Future",en-US,4.13,14512,15210,303,642,981,2321,3018,8248,https://images.gr-assets.com/books/1328837495m/7905977.jpg,https://images.gr-assets.com/books/1328837495s/7905977.jpg,-0.28760937,0.23348226,-0.30392328,0.29621598,0.309965,0.2966442,0.2899826,0.30508435,0.28067106,-0.32133278,0.30243474,-0.29927233,0.30458647,-0.29020578,0.31004536,-0.31058902,-0.31239432,0.30496556,0.30385303,-0.30687618,-0.2968501,-0.2877147,0.28712356,-0.28661188,0.31038705,-0.31944054,0.27886006,0.30840498,0.23405643,-0.2797462,0.30966753,-0.21739891,5970
5972,20413,20413,3077944,424,689823827,9780689823820.0,"Robert Louis Stevenson, Tasha Tudor",1885.0,A Child's Garden of Verses,A Child's Garden of Verses,eng,4.3,20354,21600,454,211,583,3295,5958,11553,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,-0.39585513,0.22434351,-0.44120315,0.44655427,0.45778313,0.42241728,0.35335925,0.4604392,0.3764587,-0.4664149,0.42024136,-0.4437258,0.4511096,-0.4445913,0.45508388,-0.4474395,-0.47120088,0.45237425,0.4479897,-0.4438096,-0.4087802,-0.4424901,0.45355627,-0.41863737,0.46002308,-0.4720847,0.43097398,0.44530743,0.10771595,-0.43769696,0.45994446,-0.38678303,5971
5973,9914,9914,1308950,21,330339184,9780330339190.0,Bret Easton Ellis,1994.0,The Informers,The Informers,en-GB,3.39,12898,14674,477,596,2100,5342,4324,2312,https://images.gr-assets.com/books/1374684746m/9914.jpg,https://images.gr-assets.com/books/1374684746s/9914.jpg,-0.25746104,-0.013681919,-0.32077423,0.3182322,0.32083952,0.29037276,0.24178506,0.32277852,0.26966763,-0.33333266,0.29829535,-0.32828295,0.3173068,-0.31139064,0.32889763,-0.31742007,-0.3396526,0.32747406,0.31448036,-0.31606528,-0.29035777,-0.32762274,0.31691295,-0.3177735,0.32320893,-0.33729383,0.3153827,0.33100143,0.0102540385,-0.31980643,0.3265301,-0.2722146,5972
5974,22054340,22054340,41381963,10,62351206,9780062351200.0,Kiera Cass,2014.0,The Queen,"The Queen (The Selection, #0.4)",eng,3.93,22362,24726,1858,513,1661,5989,7489,9074,https://images.gr-assets.com/books/1399581012m/22054340.jpg,https://images.gr-assets.com/books/1399581012s/22054340.jpg,-0.35330245,0.349251,-0.35229608,0.35180083,0.3534944,0.35450843,0.3676913,0.3542245,0.35563147,-0.37589964,0.3608125,-0.34612492,0.35888618,-0.29251483,0.35908973,-0.3582046,-0.3810755,0.36036238,0.35248384,-0.35146075,-0.35677916,-0.31638035,0.29731622,-0.34381253,0.3563233,-0.37849763,0.2959401,0.35973465,0.38118377,-0.28199613,0.34861657,-0.22816986,5973
5975,7202829,7202829,7897971,40,61784788,9780061784780.0,James Rollins,2010.0,The Devil Colony,"The Devil Colony (Sigma Force, #7)",eng,4.17,16101,18589,1026,120,454,3020,7510,7485,https://images.gr-assets.com/books/1264522557m/7202829.jpg,https://images.gr-assets.com/books/1264522557s/7202829.jpg,-0.3280684,0.15784903,-0.38215366,0.39845583,0.37489235,0.38626173,0.35782692,0.39500573,0.3882417,-0.39839384,0.39199606,-0.402235,0.3917595,-0.37505174,0.39422885,-0.39173576,-0.40929702,0.39804965,0.39393553,-0.37140548,-0.3638718,-0.38397333,0.38176146,-0.40261522,0.3958232,-0.40573993,0.37245017,0.39556554,0.32918164,-0.3585286,0.4003914,-0.34364757,5974
5976,7469664,7469664,9554419,24,1607062542,9781607062550.0,"Robert Kirkman, Charlie Adlard",2010.0,The Walking Dead Volume 12,"The Walking Dead, Vol. 12: Life Among Them",eng,4.34,16558,17155,472,86,225,2199,5906,8739,https://images.gr-assets.com/books/1279748761m/7469664.jpg,https://images.gr-assets.com/books/1279748761s/7469664.jpg,-0.35980636,0.011214736,-0.42242593,0.42041942,0.4224538,0.4066848,0.39394104,0.42600346,0.40135536,-0.43886426,0.43061942,-0.43266046,0.42252952,-0.4111327,0.44289953,-0.43181998,-0.44439763,0.43312225,0.41775155,-0.42423406,-0.39320138,-0.42146474,0.41170982,-0.42499366,0.42540658,-0.441069,0.41075256,0.43111953,0.20502093,-0.40529895,0.41759533,-0.33905983,5975
5977,20587777,20587777,36430665,20,307700313,9780307700320.0,Jane Smiley,2014.0,Some Luck,"Some Luck (Last Hundred Years: A Family Saga, #1)",eng,3.61,12644,15268,2319,592,1467,4222,6013,2974,https://images.gr-assets.com/books/1413128987m/20587777.jpg,https://images.gr-assets.com/books/1413128987s/20587777.jpg,-0.27280268,0.15864618,-0.34690994,0.34343052,0.3348265,0.2684827,0.22923459,0.35462648,0.2088318,-0.3651351,0.3014327,-0.34277567,0.35064125,-0.32338318,0.3489745,-0.32326153,-0.36802167,0.36065787,0.34538817,-0.33781794,-0.3132872,-0.33631036,0.3519548,-0.32504392,0.35792893,-0.36740184,0.33341256,0.3610702,0.15930595,-0.34136283,0.35072288,-0.29141098,5976
5978,72657,72657,915602,59,826412769,9780826412770.0,"Paulo Freire, Myra Bergman Ramos, Donaldo Macedo, Richard Shaull",1968.0,Pedagogia do Oprimido,Pedagogy of the Oppressed,eng,4.25,16401,17491,939,266,630,2446,5324,8825,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,-0.31440073,0.012484591,-0.38157493,0.3816021,0.39721087,0.34986454,0.28491798,0.4026745,0.30660754,-0.40418383,0.3574538,-0.39733356,0.39249852,-0.38217884,0.39890623,-0.38277334,-0.40456328,0.40245044,0.3839759,-0.39078355,-0.3486846,-0.39578837,0.38339174,-0.38188493,0.39488032,-0.4160965,0.3831486,0.40472832,-0.03314992,-0.39120403,0.39538187,-0.33802375,5977
5979,17262540,17262540,23859346,7,1594746370,9781594746380.0,Ian Doescher,2013.0,"William Shakespeare's Star Wars: Verily, a New Hope","William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars, #4)",eng,3.94,14806,15312,1966,857,765,2672,5202,5816,https://images.gr-assets.com/books/1411696453m/17262540.jpg,https://images.gr-assets.com/books/1411696453s/17262540.jpg,-0.3036766,0.09144071,-0.37113237,0.3737957,0.37618443,0.34044275,0.300474,0.380329,0.29928344,-0.39651316,0.35713097,-0.3777106,0.37297806,-0.35628477,0.38887912,-0.37842247,-0.39840803,0.38665015,0.36971855,-0.3734657,-0.331772,-0.36587024,0.3563111,-0.3643078,0.3796108,-0.40320745,0.3505642,0.37833294,0.1330399,-0.352087,0.37743726,-0.27088496,5978
5980,26085,26085,530148,19,1401204589,9781401204590.0,"Brad Meltzer, Rags Morales, Michael Bair, Joss Whedon",2004.0,Identity Crisis,Identity Crisis,eng,4.03,16744,17429,588,635,1018,2943,5442,7391,https://images.gr-assets.com/books/1327948044m/26085.jpg,https://images.gr-assets.com/books/1327948044s/26085.jpg,-0.33025256,-0.03026834,-0.4056482,0.4021559,0.3908771,0.37281308,0.35692665,0.4156338,0.37391007,-0.419516,0.41022372,-0.40893167,0.39465973,-0.3796191,0.41827476,-0.40168077,-0.4241715,0.4133117,0.39779043,-0.39698476,-0.369297,-0.4057746,0.39231464,-0.4080138,0.39398122,-0.423712,0.38407406,0.4085023,0.13296323,-0.373373,0.39474967,-0.30546793,5979
5981,10866624,10866624,15781826,18,375870415,9780375870420.0,Sarah Rees Brennan,2012.0,Unspoken,"Unspoken (The Lynburn Legacy, #1)",eng,3.85,22927,24419,3363,779,1738,5487,8716,7699,https://images.gr-assets.com/books/1333397426m/10866624.jpg,https://images.gr-assets.com/books/1333397426s/10866624.jpg,-0.33423555,0.19742246,-0.36599264,0.35621163,0.36513138,0.3475218,0.34254605,0.36385334,0.32190394,-0.37991306,0.35661945,-0.36030665,0.36669406,-0.33029073,0.37222627,-0.36853063,-0.3800598,0.36629003,0.35225242,-0.35894653,-0.34171623,-0.33370638,0.3218314,-0.3583684,0.36550424,-0.38725117,0.3188778,0.3706284,0.25604153,-0.32772174,0.36521116,-0.21507409,5980
5982,112520,112520,1907786,56,2290032042,9782290032050.0,"Arthur C. Clarke, Gentry Lee",1989.0,Rama II,"Rama II (Rama, #2)",fre,3.66,15350,17781,475,507,1612,5312,6335,4015,https://images.gr-assets.com/books/1375814981m/112520.jpg,https://images.gr-assets.com/books/1375814981s/112520.jpg,-0.27414334,-0.055953298,-0.3589302,0.36247027,0.35439312,0.34328875,0.30311126,0.35686064,0.3349119,-0.37404296,0.36066994,-0.36460066,0.35481897,-0.35243437,0.3769943,-0.35998923,-0.37881133,0.36948222,0.35362485,-0.35417035,-0.31490415,-0.36760488,0.35287467,-0.3707478,0.36253762,-0.38096616,0.35110697,0.37323487,0.061741002,-0.3396407,0.36849958,-0.29106787,5981
5983,28859,28859,2338253,119,186046095X,9781860460950.0,José Saramago,1991.0,O Evangelho segundo Jesus Cristo,The Gospel According to Jesus Christ,eng,4.26,11301,16608,953,190,489,2289,5408,8232,https://images.gr-assets.com/books/1328196306m/28859.jpg,https://images.gr-assets.com/books/1328196306s/28859.jpg,-0.31370983,-0.051852815,-0.39770135,0.39011085,0.39914188,0.36109957,0.29335567,0.40532228,0.32500625,-0.40565455,0.36479226,-0.40488136,0.39663783,-0.39579234,0.40008315,-0.4023999,-0.41220883,0.4057794,0.3884221,-0.3884402,-0.35447517,-0.40501884,0.39460656,-0.39096883,0.4025188,-0.4145081,0.39245018,0.4043241,-0.095094964,-0.39655218,0.4021221,-0.34179574,5982
5984,13477819,13477819,19008874,44,316123080,9780316123080.0,"Lemony Snicket, Seth",2012.0,"""Who Could That Be at This Hour?""","Who Could That Be at This Hour? (All the Wrong Questions, #1)",en-US,3.83,17497,18961,2123,527,1253,4851,6694,5636,https://images.gr-assets.com/books/1333060600m/13477819.jpg,https://images.gr-assets.com/books/1333060600s/13477819.jpg,-0.28746173,0.12623097,-0.3269508,0.32182193,0.3301113,0.30547845,0.2903477,0.33212557,0.27253452,-0.34613308,0.32279038,-0.3291574,0.3289571,-0.306796,0.33615515,-0.3309012,-0.33674705,0.32926065,0.32549775,-0.32981464,-0.3078827,-0.31007764,0.30400842,-0.31586838,0.3297451,-0.34679702,0.3048991,0.33170822,0.17975734,-0.30042368,0.33459496,-0.2228267,5983
5985,11765920,11765920,13535869,19,61797057,9780061797060.0,Kelley Armstrong,2012.0,The Calling,"The Calling (Darkness Rising, #2)",eng,4.1,25930,27424,1731,162,968,5531,9980,10783,https://images.gr-assets.com/books/1478986621m/11765920.jpg,https://images.gr-assets.com/books/1478986621s/11765920.jpg,-0.36700514,0.28960288,-0.36527017,0.366366,0.36763453,0.38439283,0.38217944,0.36610493,0.3886284,-0.39078823,0.3853354,-0.366176,0.37878668,-0.3321768,0.37531337,-0.38663846,-0.3834999,0.37533724,0.36376172,-0.37316445,-0.37457287,-0.33915412,0.31410715,-0.36691448,0.37639698,-0.3866917,0.3277659,0.3765818,0.34424382,-0.32946458,0.37801588,-0.2431599,5984
5986,10450750,10450750,17450242,5,159582748X,9781595827490.0,"Bryan Konietzko, Michael Dante DiMartino, Aaron Ehasz, Alison Wilgus, Amy Kim Ganter, Brian Ralph, Corey Lewis, Dave Roman, Elsa Garagarza, Ethan Spaulding, Frank Pittarese, Gurihiru, J. Torres, Joaquim Dos Santos, Johane Matte, John O'Bryan, Joshua Hamilton, Justin Ridge, Kaite Mattila, May Chan, Rawles Marie Lumumba, Reagan Lodge, Tim Hedrick, Tom McWeeney",2011.0,Avatar The Last Airbender: The Lost Adventures,Avatar: The Last Airbender: The Lost Adventures,en-US,4.41,14288,14401,302,128,331,1835,3368,8739,https://images.gr-assets.com/books/1297596036m/10450750.jpg,https://images.gr-assets.com/books/1297596036s/10450750.jpg,-0.30049527,0.15223965,-0.34331298,0.33675405,0.3470774,0.3273481,0.31705165,0.34588,0.30401203,-0.35559654,0.33920145,-0.339368,0.3396924,-0.32044432,0.35260406,-0.34771886,-0.35445482,0.3516245,0.33414027,-0.33921605,-0.31940764,-0.3220862,0.3168799,-0.3331924,0.34353665,-0.3635667,0.30974147,0.34175205,0.22407718,-0.31245053,0.34379125,-0.22655171,5985
5987,18819296,18819296,23861901,15,,,Catherine McKenzie,2013.0,Hidden,Hidden,eng,3.44,13574,14647,1277,462,1657,5493,5040,1995,https://images.gr-assets.com/books/1384805680m/18819296.jpg,https://images.gr-assets.com/books/1384805680s/18819296.jpg,-0.26791593,0.2568701,-0.30992025,0.31513658,0.30324483,0.26848295,0.25581133,0.32072386,0.2337723,-0.33462226,0.2832525,-0.30558756,0.3153277,-0.26798323,0.31623912,-0.30362543,-0.34053594,0.32257724,0.31097913,-0.30962926,-0.3037234,-0.2921608,0.30002427,-0.29158312,0.32011828,-0.33621928,0.28330213,0.32468075,0.2914044,-0.2811056,0.31049764,-0.24664609,5986
5988,7911,7911,1167387,175,1416916172,9781416916180.0,Margaret Sidney,1881.0,Five Little Peppers and How They Grew,Five Little Peppers and How They Grew,eng,4.03,19780,20644,427,380,906,4548,6700,8110,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,-0.38564736,0.277048,-0.41610187,0.42862517,0.43529302,0.40066683,0.35610718,0.4392407,0.3631203,-0.43952215,0.4006299,-0.4328018,0.42289194,-0.4086361,0.43340468,-0.41979194,-0.44296288,0.43784097,0.4261812,-0.42543837,-0.4000962,-0.41592377,0.426263,-0.39751863,0.44037074,-0.44613767,0.40876773,0.43323588,0.21223499,-0.41464046,0.4246165,-0.36010537,5987
5989,3697927,3697927,3741438,10,1599903229,9781599903220.0,Jessica Day George,2009.0,Princess of the Midnight Ball,"Princess of the Midnight Ball (The Princesses of Westfalin Trilogy, #1)",eng,3.92,26804,28183,3319,362,1485,7086,10463,8787,https://images.gr-assets.com/books/1312063284m/3697927.jpg,https://images.gr-assets.com/books/1312063284s/3697927.jpg,-0.3532845,0.28821146,-0.36982656,0.36436722,0.3625704,0.3632669,0.37315595,0.35972795,0.36019224,-0.38672066,0.37666053,-0.3638579,0.3707353,-0.3367366,0.3801621,-0.3689103,-0.38098973,0.3713079,0.36324942,-0.36479816,-0.35753766,-0.32509854,0.32566932,-0.3516458,0.3728735,-0.3953139,0.31873015,0.3669921,0.34675294,-0.32343715,0.36683837,-0.20632888,5988
5990,8239301,8239301,13086736,11,,9789770928290.0,"Radwa Ashour, رضوى عاشور",2010.0,الطنطورية ,الطنطورية,ara,4.32,13931,15595,3008,307,386,1627,4973,8302,https://images.gr-assets.com/books/1314481218m/8239301.jpg,https://images.gr-assets.com/books/1314481218s/8239301.jpg,-0.38956025,0.25013256,-0.44849068,0.4676296,0.47537392,0.42300048,0.35628244,0.48242596,0.30323714,-0.48594448,0.40676284,-0.4527554,0.47427467,-0.46035,0.47057098,-0.4874862,-0.49814358,0.48016384,0.4710013,-0.47891408,-0.41862947,-0.4537489,0.44720957,-0.4661995,0.48243427,-0.47585547,0.39688605,0.4769034,0.22994676,-0.42454818,0.4768327,-0.3722957,5989
5991,334818,334818,929936,31,140505393,9780140505400.0,Barbara Cooney,1981.0,Miss Rumphius,Miss Rumphius,eng,4.45,20403,20913,745,190,431,2200,5018,13074,https://images.gr-assets.com/books/1281468926m/334818.jpg,https://images.gr-assets.com/books/1281468926s/334818.jpg,-0.40916672,0.2885722,-0.4341693,0.44321254,0.4640913,0.41563585,0.37106365,0.44668394,0.3787641,-0.46530178,0.41707474,-0.4468397,0.44490558,-0.43838516,0.4513647,-0.44172937,-0.46980107,0.44828597,0.4433237,-0.44083354,-0.41878486,-0.42824858,0.44811237,-0.4020353,0.46191686,-0.46404535,0.4354276,0.44822448,0.14747046,-0.44512874,0.45720056,-0.3940828,5990
5992,762563,762563,81719,30,20306652,9780020306660.0,Jim Bouton,1970.0,Ball Four,Ball Four,eng,3.99,12805,13853,573,445,692,2627,4926,5163,https://images.gr-assets.com/books/1391414699m/762563.jpg,https://images.gr-assets.com/books/1391414699s/762563.jpg,-0.2698981,0.007403103,-0.3541088,0.350836,0.35152215,0.32216808,0.25594503,0.3647861,0.29310983,-0.36940858,0.332748,-0.3648485,0.35545436,-0.34543726,0.36855116,-0.3512171,-0.3796195,0.37067428,0.34841025,-0.3520885,-0.3138295,-0.35767674,0.35375258,-0.35801077,0.35963377,-0.37466955,0.34175146,0.36500505,0.04429008,-0.3412153,0.3618126,-0.29892087,5991
5993,21329,21329,1138856,17,140120256X,9781401202570.0,"Bill Willingham, Mark Buckingham, Steve Leialoha, James Jean",2004.0,"Fables, Volume 3: Storybook Love","Fables, Vol. 3: Storybook Love",eng,4.15,24730,25171,791,282,688,4192,9862,10147,https://images.gr-assets.com/books/1363682851m/21329.jpg,https://images.gr-assets.com/books/1363682851s/21329.jpg,-0.35649478,-0.0849621,-0.44380003,0.43571398,0.43217587,0.4003613,0.38008752,0.43664005,0.38698906,-0.46005937,0.43350247,-0.45057282,0.4364707,-0.41680878,0.45446098,-0.4442589,-0.45597264,0.45986325,0.4337831,-0.43046024,-0.39010066,-0.4301332,0.4318252,-0.4424948,0.43235183,-0.4610022,0.41511136,0.44534957,0.071331345,-0.42666623,0.4411978,-0.32630318,5992
5994,56899,56899,2199572,51,9580469717,9789580469710.0,Carlos Fuentes,1962.0,Aura,Aura,eng,3.8,11788,14991,1032,351,1152,3966,5269,4253,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,-0.27969754,0.0010856894,-0.35109463,0.34825793,0.35651922,0.3136085,0.25564945,0.35769928,0.2670052,-0.3613332,0.3272282,-0.34993368,0.353579,-0.34822717,0.36060765,-0.35293624,-0.37005988,0.36230814,0.34492627,-0.34927636,-0.3079972,-0.3526849,0.33831924,-0.3464109,0.35675442,-0.37310576,0.3388165,0.35449773,-0.05286001,-0.34747463,0.35330495,-0.28253594,5993
5995,31312,31312,31603,41,006074104X,9780060741040.0,Harriet Lerner,1985.0,The Dance of Anger: A Woman's Guide to Changing the Patterns of Intimate Relationships,The Dance Of Anger: A Woman's Guide to Changing the Patterns of Intimate Relationships,en-US,4.02,14640,15280,481,261,729,3308,5173,5809,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,-0.33966285,0.24568437,-0.37832424,0.38727972,0.3895029,0.35705078,0.3049928,0.40273437,0.29904288,-0.4029965,0.36281827,-0.3881942,0.38590887,-0.3646374,0.40010312,-0.3828942,-0.41243893,0.38877636,0.38692498,-0.38745663,-0.36589184,-0.38369513,0.38288367,-0.35911652,0.3911179,-0.40309045,0.36556494,0.38543016,0.20278744,-0.36855,0.38809392,-0.33089718,5994
5996,900892,900892,886073,49,393325350,9780393325360.0,Burton G. Malkiel,1973.0,,A Random Walk Down Wall Street,eng,4.05,12774,15068,537,186,612,2965,5793,5512,https://images.gr-assets.com/books/1442952924m/900892.jpg,https://images.gr-assets.com/books/1442952924s/900892.jpg,-0.27929723,0.0019485707,-0.3538231,0.35745025,0.35186368,0.3295702,0.27869874,0.36752227,0.30031547,-0.3710408,0.34495443,-0.35433537,0.35700083,-0.34823963,0.36783543,-0.35283595,-0.37298405,0.36413538,0.35069445,-0.35504317,-0.31258678,-0.3581906,0.34870183,-0.355515,0.3588634,-0.37039286,0.3427645,0.35852474,0.07966758,-0.33565095,0.35851544,-0.28168762,5995
